ID,Price,Housing Type,Size,Note,Provider Type,Address,Rent Price Info,Listing Date
1465070,2750,Wohnung,100,1 Schlafzimmer,Privater Vermieter,Torstraße,(Nebenkosten inklusive),5. Juli
1487083,6000,Haus,200,3 Schlafzimmer,Vermietungsunternehmen,Bergstraße,(Nebenkosten inklusive),29. Mai
1134295,2350,Wohnung,75,1 Schlafzimmer,Vermietungsunternehmen,Sophie-Charlotten-Straße,(Nebenkosten inklusive),1. Okt.
1204899,1580,Studio,30,Max. 1 Person,Privater Vermieter,Eisenzahnstraße,(Nebenkosten inklusive),29. Mai
1145789,1800,Wohnung,65,2 Schlafzimmer,Privater Vermieter,Ostender Straße,(Nebenkosten inklusive),1. Sept.
1025130,1790,Wohnung,66.5,2 Schlafzimmer,Vermietungsunternehmen,Schwedter Straße,(Nebenkosten inklusive),15. Sept.
1034948,2850,Wohnung,41,2 Schlafzimmer,Vermietungsunternehmen,Greifswalder Straße,(Nebenkosten inklusive),1. Okt.
1034947,2850,Wohnung,41,2 Schlafzimmer,Vermietungsunternehmen,Greifswalder Straße,(Nebenkosten inklusive),1. Okt.
1197542,2178,Wohnung,56,1 Schlafzimmer,Vermietungsunternehmen,Rognitzstraße,(Nebenkosten inklusive),29. Mai
1468252,3900,Wohnung,100,3 Schlafzimmer,Privater Vermieter,Paul-Lincke-Ufer,(Nebenkosten inklusive),29. Mai
1466593,3900,Wohnung,100,3 Schlafzimmer,Privater Vermieter,Paul-Lincke-Ufer,(Nebenkosten inklusive),29. Mai
1471215,750,WG-Zimmer,22,3  Mitbewohner(innen),Privater Vermieter,Köpenicker Straße,(Nebenkosten inklusive),1. Sept.
1203937,2490,Wohnung,48,1 Schlafzimmer,Privater Vermieter,Buchholzer Straße,(Nebenkosten inklusive),29. Mai
1059252,2100,Wohnung,33,1 Schlafzimmer,Vermietungsunternehmen,Greifswalder Straße,(Nebenkosten inklusive),29. Mai
1236065,4900,Wohnung,45,1 Schlafzimmer,Vermietungsunternehmen,Stresemannstraße,(Nebenkosten inklusive),29. Mai
1469801,3000,Wohnung,100,2 Schlafzimmer,Privater Vermieter,Greifswalder Straße,(Nebenkosten inklusive),31. Aug.
1017595,1699,Wohnung,52,1 Schlafzimmer,Privater Vermieter,Am Dorfanger,(Nebenkosten inklusive),1. Sept.
1271754,3800,Wohnung,84,2 Schlafzimmer,Vermietungsunternehmen,Gubener Straße,(Nebenkosten inklusive),29. Mai
1455677,3400,Wohnung,90,2 Schlafzimmer,Privater Vermieter,Bernauer Straße,(Nebenkosten inklusive),31. Mai
1441511,1420,Wohnung,44,1 Schlafzimmer,Privater Vermieter,Chaukenstraße,(Nebenkosten inklusive),29. Mai
1316652,1699,Wohnung,71,1 Schlafzimmer,Privater Vermieter,Seddinpromenade,(einige Nebenkosten inklusive),29. Mai
1073407,3470,Wohnung,71,1 Schlafzimmer,Vermietungsunternehmen,Hasenheide,(Nebenkosten exklusive),29. Mai
1121319,1099,Studio,39,Max. 1 Person,Privater Vermieter,Seddinpromenade,(einige Nebenkosten inklusive),3. Juni
1034949,3220,Wohnung,80,2 Schlafzimmer,Vermietungsunternehmen,Metzer Straße,(Nebenkosten inklusive),29. Juli
1307859,800,WG-Zimmer,18,1 Mitbewohner(in),Privater Vermieter,Clayallee,(einige Nebenkosten inklusive),30. Juli
1497911,2450,Wohnung,70,2 Schlafzimmer,Privater Vermieter,Joachim-Friedrich-Straße,(Nebenkosten inklusive),29. Mai
792049,2795,Wohnung,79,1 Schlafzimmer,Privater Vermieter,Karl-Kunger-Straße,(Nebenkosten inklusive),29. Mai
1471394,2990,Wohnung,180,2 Schlafzimmer,Privater Vermieter,Lychener Straße,(Nebenkosten exklusive),1. Nov.
1230682,1240,Studio,24,Max. 2 Personen,Privater Vermieter,Lehrter Straße,(Nebenkosten inklusive),1. Aug.
1482113,2590,Wohnung,120,3 Schlafzimmer,Privater Vermieter,Alfredstraße,(einige Nebenkosten inklusive),29. Mai
1331838,4000,Wohnung,160,2 Schlafzimmer,Privater Vermieter,Goltzstraße,(Nebenkosten inklusive),29. Mai
1421368,3100,Wohnung,104,3 Schlafzimmer,Privater Vermieter,Alsenstraße,(Nebenkosten inklusive),29. Mai
1359370,3000,Wohnung,95,3 Schlafzimmer,Privater Vermieter,Burgsdorfstraße,(Nebenkosten inklusive),24. Juli
1236068,5300,Wohnung,60,2 Schlafzimmer,Vermietungsunternehmen,Stresemannstraße,(Nebenkosten inklusive),29. Mai
1347610,1600,Wohnung,45,1 Schlafzimmer,Vermietungsunternehmen,Rostocker Straße,(Nebenkosten inklusive),1. Sept.
1227372,4800,Wohnung,150,1 Schlafzimmer,Vermietungsunternehmen,Ackerstraße,(Nebenkosten inklusive),6. Sept.
1062246,4599,Wohnung,40,1 Schlafzimmer,Vermietungsunternehmen,Hermannstraße,(Nebenkosten inklusive),29. Mai
1509603,4455,Wohnung,204,3 Schlafzimmer,Privater Vermieter,Weserstraße,(einige Nebenkosten inklusive),29. Mai
1515657,5000,Wohnung,190,3 Schlafzimmer,Vermietungsunternehmen,Lynarstraße,(Nebenkosten inklusive),1. Juni
1301017,4900,Wohnung,140,2 Schlafzimmer,Privater Vermieter,Stresemannstraße,(Nebenkosten inklusive),29. Mai
1116668,4500,Wohnung,125,2 Schlafzimmer,Privater Vermieter,Körnerstraße,(einige Nebenkosten inklusive),1. Sept.
1349918,2100,Wohnung,31,1 Schlafzimmer,Privater Vermieter,Treuchtlinger Straße,(einige Nebenkosten inklusive),1. Sept.
1000879,2450,Wohnung,60,1 Schlafzimmer,Vermietungsunternehmen,Oderberger Straße,(Nebenkosten inklusive),1. Okt.
1332929,4600,Wohnung,110,3 Schlafzimmer,Privater Vermieter,Planckstraße,(Nebenkosten inklusive),1. Nov.
1236060,4300,Studio,38,Max. 2 Personen,Vermietungsunternehmen,Stresemannstraße,(Nebenkosten inklusive),29. Mai
1409214,2200,Wohnung,60,2 Schlafzimmer,Privater Vermieter,Kleinziethener Straße,(Nebenkosten inklusive),1. Sept.
1053214,6242,Wohnung,180,5 Schlafzimmer,Vermietungsunternehmen,Perleberger Straße,(Nebenkosten inklusive),29. Mai
1281590,3000,Wohnung,97,1 Schlafzimmer,Privater Vermieter,Kolonnenstraße,(Nebenkosten inklusive),1. Okt.
1031501,5000,Wohnung,130,4 Schlafzimmer,Privater Vermieter,Höchste Straße,(Nebenkosten inklusive),29. Mai
1031498,5000,Wohnung,130,4 Schlafzimmer,Privater Vermieter,Höchste Straße,(Nebenkosten inklusive),29. Mai
1359065,4625,Wohnung,115,3 Schlafzimmer,Vermietungsunternehmen,Leonore-Goldschmidt-Straße,(Nebenkosten inklusive),17. Juni
1258917,6995,Wohnung,90,1 Schlafzimmer,Vermietungsunternehmen,Choriner Straße,(Nebenkosten inklusive),31. Mai
1262392,3500,Haus,150,3 Schlafzimmer,Privater Vermieter,Ilsensteinweg,(Nebenkosten exklusive),29. Mai
952892,6890,Wohnung,65,1 Schlafzimmer,Privater Vermieter,Winterfeldtstraße,(Nebenkosten inklusive),29. Mai
